driver_id,experience_years,rating,distance,price,urgency,assigned
1,10,4.8,2151,5744.72,1,0
2,7,4.5,2151,5744.72,1,0
3,5,4.2,2151,5744.72,1,0
4,12,4.9,2151,5744.72,1,0
5,8,4.6,2151,5744.72,1,0
1,10,4.8,989,2213.7,2,0
2,7,4.5,989,2213.7,2,0
3,5,4.2,989,2213.7,2,0
4,12,4.9,989,2213.7,2,0
5,8,4.6,989,2213.7,2,1
1,10,4.8,2398,3803.99,2,0
2,7,4.5,2398,3803.99,2,0
3,5,4.2,2398,3803.99,2,0
4,12,4.9,2398,3803.99,2,0
5,8,4.6,2398,3803.99,2,0
1,10,4.8,1305,4502.46,2,1
2,7,4.5,1305,4502.46,2,0
3,5,4.2,1305,4502.46,2,0
4,12,4.9,1305,4502.46,2,0
5,8,4.6,1305,4502.46,2,0
1,10,4.8,325,665.75,1,0
2,7,4.5,325,665.75,1,0
3,5,4.2,325,665.75,1,0
4,12,4.9,325,665.75,1,0
5,8,4.6,325,665.75,1,0
1,10,4.8,1166,3716.95,2,0
2,7,4.5,1166,3716.95,2,0
3,5,4.2,1166,3716.95,2,0
4,12,4.9,1166,3716.95,2,0
5,8,4.6,1166,3716.95,2,0
1,10,4.8,1210,2819.25,1,0
2,7,4.5,1210,2819.25,1,0
3,5,4.2,1210,2819.25,1,0
4,12,4.9,1210,2819.25,1,0
5,8,4.6,1210,2819.25,1,0
1,10,4.8,772,1671.07,2,0
2,7,4.5,772,1671.07,2,0
3,5,4.2,772,1671.07,2,0
4,12,4.9,772,1671.07,2,0
5,8,4.6,772,1671.07,2,1
1,10,4.8,1086,3757.08,3,1
2,7,4.5,1086,3757.08,3,0
3,5,4.2,1086,3757.08,3,0
4,12,4.9,1086,3757.08,3,1
5,8,4.6,1086,3757.08,3,0
1,10,4.8,2460,7033.35,3,1
2,7,4.5,2460,7033.35,3,0
3,5,4.2,2460,7033.35,3,0
4,12,4.9,2460,7033.35,3,1
5,8,4.6,2460,7033.35,3,0
1,10,4.8,538,1308.65,1,0
2,7,4.5,538,1308.65,1,0
3,5,4.2,538,1308.65,1,0
4,12,4.9,538,1308.65,1,0
5,8,4.6,538,1308.65,1,0
1,10,4.8,265,409.96,2,0
2,7,4.5,265,409.96,2,0
3,5,4.2,265,409.96,2,0
4,12,4.9,265,409.96,2,0
5,8,4.6,265,409.96,2,0
1,10,4.8,402,798.96,1,0
2,7,4.5,402,798.96,1,0
3,5,4.2,402,798.96,1,0
4,12,4.9,402,798.96,1,1
5,8,4.6,402,798.96,1,0
1,10,4.8,2457,5886.64,2,1
2,7,4.5,2457,5886.64,2,0
3,5,4.2,2457,5886.64,2,0
4,12,4.9,2457,5886.64,2,0
5,8,4.6,2457,5886.64,2,0
1,10,4.8,2496,7744.21,1,0
2,7,4.5,2496,7744.21,1,0
3,5,4.2,2496,7744.21,1,0
4,12,4.9,2496,7744.21,1,0
5,8,4.6,2496,7744.21,1,0
1,10,4.8,1352,3518.19,2,0
2,7,4.5,1352,3518.19,2,0
3,5,4.2,1352,3518.19,2,0
4,12,4.9,1352,3518.19,2,0
5,8,4.6,1352,3518.19,2,0
1,10,4.8,2471,8255.91,2,0
2,7,4.5,2471,8255.91,2,0
3,5,4.2,2471,8255.91,2,0
4,12,4.9,2471,8255.91,2,0
5,8,4.6,2471,8255.91,2,1
1,10,4.8,523,912.53,3,1
2,7,4.5,523,912.53,3,0
3,5,4.2,523,912.53,3,0
4,12,4.9,523,912.53,3,1
5,8,4.6,523,912.53,3,0
1,10,4.8,829,1964.75,1,0
2,7,4.5,829,1964.75,1,0
3,5,4.2,829,1964.75,1,0
4,12,4.9,829,1964.75,1,0
5,8,4.6,829,1964.75,1,1
1,10,4.8,1162,2159.47,1,0
2,7,4.5,1162,2159.47,1,0
3,5,4.2,1162,2159.47,1,0
4,12,4.9,1162,2159.47,1,0
5,8,4.6,1162,2159.47,1,0
1,10,4.8,1436,2503.78,2,1
2,7,4.5,1436,2503.78,2,0
3,5,4.2,1436,2503.78,2,0
4,12,4.9,1436,2503.78,2,0
5,8,4.6,1436,2503.78,2,0
1,10,4.8,1962,6312.55,3,1
2,7,4.5,1962,6312.55,3,0
3,5,4.2,1962,6312.55,3,0
4,12,4.9,1962,6312.55,3,1
5,8,4.6,1962,6312.55,3,0
1,10,4.8,1063,3532.56,3,1
2,7,4.5,1063,3532.56,3,0
3,5,4.2,1063,3532.56,3,0
4,12,4.9,1063,3532.56,3,1
5,8,4.6,1063,3532.56,3,0
1,10,4.8,1101,3733.58,3,1
2,7,4.5,1101,3733.58,3,0
3,5,4.2,1101,3733.58,3,0
4,12,4.9,1101,3733.58,3,1
5,8,4.6,1101,3733.58,3,0
1,10,4.8,357,871.67,2,0
2,7,4.5,357,871.67,2,0
3,5,4.2,357,871.67,2,0
4,12,4.9,357,871.67,2,0
5,8,4.6,357,871.67,2,0
1,10,4.8,1870,5355.57,1,0
2,7,4.5,1870,5355.57,1,0
3,5,4.2,1870,5355.57,1,0
4,12,4.9,1870,5355.57,1,0
5,8,4.6,1870,5355.57,1,0
1,10,4.8,757,1241.15,1,1
2,7,4.5,757,1241.15,1,0
3,5,4.2,757,1241.15,1,0
4,12,4.9,757,1241.15,1,0
5,8,4.6,757,1241.15,1,0
1,10,4.8,751,2443.03,1,0
2,7,4.5,751,2443.03,1,0
3,5,4.2,751,2443.03,1,0
4,12,4.9,751,2443.03,1,0
5,8,4.6,751,2443.03,1,0
1,10,4.8,980,1770.89,2,0
2,7,4.5,980,1770.89,2,0
3,5,4.2,980,1770.89,2,0
4,12,4.9,980,1770.89,2,0
5,8,4.6,980,1770.89,2,0
1,10,4.8,1111,2479.69,2,0
2,7,4.5,1111,2479.69,2,0
3,5,4.2,1111,2479.69,2,0
4,12,4.9,1111,2479.69,2,0
5,8,4.6,1111,2479.69,2,0
1,10,4.8,1531,4782.07,2,0
2,7,4.5,1531,4782.07,2,0
3,5,4.2,1531,4782.07,2,0
4,12,4.9,1531,4782.07,2,0
5,8,4.6,1531,4782.07,2,0
1,10,4.8,2329,4657.21,2,0
2,7,4.5,2329,4657.21,2,0
3,5,4.2,2329,4657.21,2,0
4,12,4.9,2329,4657.21,2,1
5,8,4.6,2329,4657.21,2,0
1,10,4.8,419,1116.65,1,0
2,7,4.5,419,1116.65,1,0
3,5,4.2,419,1116.65,1,0
4,12,4.9,419,1116.65,1,1
5,8,4.6,419,1116.65,1,0
1,10,4.8,2398,6402.71,1,1
2,7,4.5,2398,6402.71,1,0
3,5,4.2,2398,6402.71,1,0
4,12,4.9,2398,6402.71,1,0
5,8,4.6,2398,6402.71,1,0
1,10,4.8,1691,3818.13,2,0
2,7,4.5,1691,3818.13,2,0
3,5,4.2,1691,3818.13,2,0
4,12,4.9,1691,3818.13,2,0
5,8,4.6,1691,3818.13,2,0
1,10,4.8,1833,4676.44,3,1
2,7,4.5,1833,4676.44,3,0
3,5,4.2,1833,4676.44,3,0
4,12,4.9,1833,4676.44,3,1
5,8,4.6,1833,4676.44,3,0
1,10,4.8,458,1504.68,1,0
2,7,4.5,458,1504.68,1,0
3,5,4.2,458,1504.68,1,0
4,12,4.9,458,1504.68,1,0
5,8,4.6,458,1504.68,1,0
1,10,4.8,1817,3729.22,1,0
2,7,4.5,1817,3729.22,1,0
3,5,4.2,1817,3729.22,1,0
4,12,4.9,1817,3729.22,1,0
5,8,4.6,1817,3729.22,1,0
1,10,4.8,443,1245.72,3,1
2,7,4.5,443,1245.72,3,0
3,5,4.2,443,1245.72,3,0
4,12,4.9,443,1245.72,3,1
5,8,4.6,443,1245.72,3,0
1,10,4.8,1418,3250.23,1,0
2,7,4.5,1418,3250.23,1,0
3,5,4.2,1418,3250.23,1,0
4,12,4.9,1418,3250.23,1,0
5,8,4.6,1418,3250.23,1,1
1,10,4.8,1938,3361.9,2,0
2,7,4.5,1938,3361.9,2,0
3,5,4.2,1938,3361.9,2,0
4,12,4.9,1938,3361.9,2,0
5,8,4.6,1938,3361.9,2,1
1,10,4.8,1663,3816.53,2,1
2,7,4.5,1663,3816.53,2,0
3,5,4.2,1663,3816.53,2,0
4,12,4.9,1663,3816.53,2,0
5,8,4.6,1663,3816.53,2,0
1,10,4.8,1189,2240.3,1,0
2,7,4.5,1189,2240.3,1,0
3,5,4.2,1189,2240.3,1,0
4,12,4.9,1189,2240.3,1,0
5,8,4.6,1189,2240.3,1,0
1,10,4.8,946,1935.01,2,0
2,7,4.5,946,1935.01,2,0
3,5,4.2,946,1935.01,2,0
4,12,4.9,946,1935.01,2,1
5,8,4.6,946,1935.01,2,0
1,10,4.8,2249,4724.48,1,0
2,7,4.5,2249,4724.48,1,0
3,5,4.2,2249,4724.48,1,0
4,12,4.9,2249,4724.48,1,0
5,8,4.6,2249,4724.48,1,0
1,10,4.8,1189,2562.34,3,1
2,7,4.5,1189,2562.34,3,0
3,5,4.2,1189,2562.34,3,0
4,12,4.9,1189,2562.34,3,1
5,8,4.6,1189,2562.34,3,0
1,10,4.8,612,1335.01,1,1
2,7,4.5,612,1335.01,1,0
3,5,4.2,612,1335.01,1,0
4,12,4.9,612,1335.01,1,0
5,8,4.6,612,1335.01,1,0
1,10,4.8,951,2950.6,3,1
2,7,4.5,951,2950.6,3,0
3,5,4.2,951,2950.6,3,0
4,12,4.9,951,2950.6,3,1
5,8,4.6,951,2950.6,3,0
1,10,4.8,539,1064.13,3,1
2,7,4.5,539,1064.13,3,0
3,5,4.2,539,1064.13,3,0
4,12,4.9,539,1064.13,3,1
5,8,4.6,539,1064.13,3,0
1,10,4.8,1247,3740.0,3,1
2,7,4.5,1247,3740.0,3,0
3,5,4.2,1247,3740.0,3,0
4,12,4.9,1247,3740.0,3,1
5,8,4.6,1247,3740.0,3,0
1,10,4.8,1483,2440.11,1,0
2,7,4.5,1483,2440.11,1,0
3,5,4.2,1483,2440.11,1,0
4,12,4.9,1483,2440.11,1,0
5,8,4.6,1483,2440.11,1,0
1,10,4.8,726,1729.3,3,1
2,7,4.5,726,1729.3,3,0
3,5,4.2,726,1729.3,3,0
4,12,4.9,726,1729.3,3,1
5,8,4.6,726,1729.3,3,0
1,10,4.8,1112,3568.42,3,1
2,7,4.5,1112,3568.42,3,0
3,5,4.2,1112,3568.42,3,0
4,12,4.9,1112,3568.42,3,1
5,8,4.6,1112,3568.42,3,0
1,10,4.8,1237,3099.64,1,1
2,7,4.5,1237,3099.64,1,0
3,5,4.2,1237,3099.64,1,0
4,12,4.9,1237,3099.64,1,0
5,8,4.6,1237,3099.64,1,0
1,10,4.8,1563,3581.05,2,0
2,7,4.5,1563,3581.05,2,0
3,5,4.2,1563,3581.05,2,0
4,12,4.9,1563,3581.05,2,0
5,8,4.6,1563,3581.05,2,1
1,10,4.8,1095,3485.15,3,1
2,7,4.5,1095,3485.15,3,0
3,5,4.2,1095,3485.15,3,0
4,12,4.9,1095,3485.15,3,1
5,8,4.6,1095,3485.15,3,0
1,10,4.8,1846,5679.4,2,0
2,7,4.5,1846,5679.4,2,0
3,5,4.2,1846,5679.4,2,0
4,12,4.9,1846,5679.4,2,0
5,8,4.6,1846,5679.4,2,0
1,10,4.8,2371,4125.93,3,1
2,7,4.5,2371,4125.93,3,0
3,5,4.2,2371,4125.93,3,0
4,12,4.9,2371,4125.93,3,1
5,8,4.6,2371,4125.93,3,0
1,10,4.8,458,1132.0,1,0
2,7,4.5,458,1132.0,1,0
3,5,4.2,458,1132.0,1,0
4,12,4.9,458,1132.0,1,1
5,8,4.6,458,1132.0,1,0
1,10,4.8,603,1079.46,3,1
2,7,4.5,603,1079.46,3,0
3,5,4.2,603,1079.46,3,0
4,12,4.9,603,1079.46,3,1
5,8,4.6,603,1079.46,3,0
1,10,4.8,601,1404.0,2,0
2,7,4.5,601,1404.0,2,0
3,5,4.2,601,1404.0,2,0
4,12,4.9,601,1404.0,2,1
5,8,4.6,601,1404.0,2,0
1,10,4.8,421,1468.68,2,0
2,7,4.5,421,1468.68,2,0
3,5,4.2,421,1468.68,2,0
4,12,4.9,421,1468.68,2,1
5,8,4.6,421,1468.68,2,0
1,10,4.8,783,2320.37,2,0
2,7,4.5,783,2320.37,2,0
3,5,4.2,783,2320.37,2,0
4,12,4.9,783,2320.37,2,1
5,8,4.6,783,2320.37,2,0
1,10,4.8,1931,3013.91,2,0
2,7,4.5,1931,3013.91,2,0
3,5,4.2,1931,3013.91,2,0
4,12,4.9,1931,3013.91,2,0
5,8,4.6,1931,3013.91,2,0
1,10,4.8,698,1131.26,3,1
2,7,4.5,698,1131.26,3,0
3,5,4.2,698,1131.26,3,0
4,12,4.9,698,1131.26,3,1
5,8,4.6,698,1131.26,3,1
1,10,4.8,2068,6917.6,2,0
2,7,4.5,2068,6917.6,2,0
3,5,4.2,2068,6917.6,2,0
4,12,4.9,2068,6917.6,2,0
5,8,4.6,2068,6917.6,2,0
1,10,4.8,2196,6932.5,1,0
2,7,4.5,2196,6932.5,1,0
3,5,4.2,2196,6932.5,1,0
4,12,4.9,2196,6932.5,1,0
5,8,4.6,2196,6932.5,1,1
1,10,4.8,631,1617.64,1,0
2,7,4.5,631,1617.64,1,0
3,5,4.2,631,1617.64,1,0
4,12,4.9,631,1617.64,1,1
5,8,4.6,631,1617.64,1,0
1,10,4.8,307,693.82,2,0
2,7,4.5,307,693.82,2,0
3,5,4.2,307,693.82,2,0
4,12,4.9,307,693.82,2,0
5,8,4.6,307,693.82,2,0
1,10,4.8,1150,3188.26,3,1
2,7,4.5,1150,3188.26,3,0
3,5,4.2,1150,3188.26,3,0
4,12,4.9,1150,3188.26,3,1
5,8,4.6,1150,3188.26,3,0
1,10,4.8,1424,3286.55,1,1
2,7,4.5,1424,3286.55,1,0
3,5,4.2,1424,3286.55,1,0
4,12,4.9,1424,3286.55,1,0
5,8,4.6,1424,3286.55,1,0
1,10,4.8,2365,6660.47,3,1
2,7,4.5,2365,6660.47,3,0
3,5,4.2,2365,6660.47,3,0
4,12,4.9,2365,6660.47,3,1
5,8,4.6,2365,6660.47,3,0
1,10,4.8,404,1131.24,1,1
2,7,4.5,404,1131.24,1,0
3,5,4.2,404,1131.24,1,0
4,12,4.9,404,1131.24,1,0
5,8,4.6,404,1131.24,1,0
1,10,4.8,1231,2170.91,2,1
2,7,4.5,1231,2170.91,2,0
3,5,4.2,1231,2170.91,2,0
4,12,4.9,1231,2170.91,2,0
5,8,4.6,1231,2170.91,2,0
1,10,4.8,2237,5778.82,1,0
2,7,4.5,2237,5778.82,1,0
3,5,4.2,2237,5778.82,1,0
4,12,4.9,2237,5778.82,1,0
5,8,4.6,2237,5778.82,1,1
1,10,4.8,1390,3991.61,1,0
2,7,4.5,1390,3991.61,1,0
3,5,4.2,1390,3991.61,1,0
4,12,4.9,1390,3991.61,1,1
5,8,4.6,1390,3991.61,1,0
1,10,4.8,697,2365.63,3,1
2,7,4.5,697,2365.63,3,0
3,5,4.2,697,2365.63,3,0
4,12,4.9,697,2365.63,3,1
5,8,4.6,697,2365.63,3,0
1,10,4.8,1355,3673.04,3,1
2,7,4.5,1355,3673.04,3,0
3,5,4.2,1355,3673.04,3,0
4,12,4.9,1355,3673.04,3,1
5,8,4.6,1355,3673.04,3,0
1,10,4.8,1275,4111.07,2,0
2,7,4.5,1275,4111.07,2,0
3,5,4.2,1275,4111.07,2,0
4,12,4.9,1275,4111.07,2,0
5,8,4.6,1275,4111.07,2,0
1,10,4.8,2132,4573.08,3,1
2,7,4.5,2132,4573.08,3,0
3,5,4.2,2132,4573.08,3,0
4,12,4.9,2132,4573.08,3,1
5,8,4.6,2132,4573.08,3,0
1,10,4.8,1919,3433.84,1,0
2,7,4.5,1919,3433.84,1,0
3,5,4.2,1919,3433.84,1,0
4,12,4.9,1919,3433.84,1,0
5,8,4.6,1919,3433.84,1,0
1,10,4.8,2298,4678.14,2,0
2,7,4.5,2298,4678.14,2,0
3,5,4.2,2298,4678.14,2,0
4,12,4.9,2298,4678.14,2,0
5,8,4.6,2298,4678.14,2,0
1,10,4.8,955,1819.5,1,0
2,7,4.5,955,1819.5,1,0
3,5,4.2,955,1819.5,1,0
4,12,4.9,955,1819.5,1,1
5,8,4.6,955,1819.5,1,0
1,10,4.8,1498,3082.16,1,0
2,7,4.5,1498,3082.16,1,0
3,5,4.2,1498,3082.16,1,0
4,12,4.9,1498,3082.16,1,0
5,8,4.6,1498,3082.16,1,0
1,10,4.8,1474,4637.14,3,1
2,7,4.5,1474,4637.14,3,0
3,5,4.2,1474,4637.14,3,0
4,12,4.9,1474,4637.14,3,1
5,8,4.6,1474,4637.14,3,0
1,10,4.8,2335,7609.36,2,0
2,7,4.5,2335,7609.36,2,0
3,5,4.2,2335,7609.36,2,0
4,12,4.9,2335,7609.36,2,0
5,8,4.6,2335,7609.36,2,0
1,10,4.8,630,1346.55,1,0
2,7,4.5,630,1346.55,1,0
3,5,4.2,630,1346.55,1,0
4,12,4.9,630,1346.55,1,0
5,8,4.6,630,1346.55,1,0
1,10,4.8,596,2056.87,3,1
2,7,4.5,596,2056.87,3,0
3,5,4.2,596,2056.87,3,0
4,12,4.9,596,2056.87,3,1
5,8,4.6,596,2056.87,3,0
1,10,4.8,393,1297.78,1,0
2,7,4.5,393,1297.78,1,0
3,5,4.2,393,1297.78,1,0
4,12,4.9,393,1297.78,1,0
5,8,4.6,393,1297.78,1,0
1,10,4.8,2349,7225.64,3,1
2,7,4.5,2349,7225.64,3,0
3,5,4.2,2349,7225.64,3,0
4,12,4.9,2349,7225.64,3,1
5,8,4.6,2349,7225.64,3,0
1,10,4.8,803,1798.33,1,1
2,7,4.5,803,1798.33,1,0
3,5,4.2,803,1798.33,1,0
4,12,4.9,803,1798.33,1,0
5,8,4.6,803,1798.33,1,0
1,10,4.8,1591,3126.1,1,0
2,7,4.5,1591,3126.1,1,0
3,5,4.2,1591,3126.1,1,0
4,12,4.9,1591,3126.1,1,0
5,8,4.6,1591,3126.1,1,0
1,10,4.8,848,1487.58,1,0
2,7,4.5,848,1487.58,1,0
3,5,4.2,848,1487.58,1,0
4,12,4.9,848,1487.58,1,0
5,8,4.6,848,1487.58,1,1
1,10,4.8,2181,5740.74,1,0
2,7,4.5,2181,5740.74,1,0
3,5,4.2,2181,5740.74,1,0
4,12,4.9,2181,5740.74,1,1
5,8,4.6,2181,5740.74,1,0
1,10,4.8,1104,2435.14,3,1
2,7,4.5,1104,2435.14,3,0
3,5,4.2,1104,2435.14,3,0
4,12,4.9,1104,2435.14,3,1
5,8,4.6,1104,2435.14,3,0
1,10,4.8,885,1565.94,2,0
2,7,4.5,885,1565.94,2,0
3,5,4.2,885,1565.94,2,0
4,12,4.9,885,1565.94,2,0
5,8,4.6,885,1565.94,2,0
1,10,4.8,2257,7744.6,2,0
2,7,4.5,2257,7744.6,2,0
3,5,4.2,2257,7744.6,2,0
4,12,4.9,2257,7744.6,2,1
5,8,4.6,2257,7744.6,2,0
1,10,4.8,1945,5636.66,1,1
2,7,4.5,1945,5636.66,1,0
3,5,4.2,1945,5636.66,1,0
4,12,4.9,1945,5636.66,1,0
5,8,4.6,1945,5636.66,1,0
1,10,4.8,1367,4504.46,2,0
2,7,4.5,1367,4504.46,2,0
3,5,4.2,1367,4504.46,2,0
4,12,4.9,1367,4504.46,2,1
5,8,4.6,1367,4504.46,2,0
1,10,4.8,910,2219.14,1,0
2,7,4.5,910,2219.14,1,0
3,5,4.2,910,2219.14,1,0
4,12,4.9,910,2219.14,1,0
5,8,4.6,910,2219.14,1,0
1,10,4.8,536,1602.24,2,0
2,7,4.5,536,1602.24,2,0
3,5,4.2,536,1602.24,2,0
4,12,4.9,536,1602.24,2,0
5,8,4.6,536,1602.24,2,0
1,10,4.8,258,687.1,3,1
2,7,4.5,258,687.1,3,0
3,5,4.2,258,687.1,3,0
4,12,4.9,258,687.1,3,1
5,8,4.6,258,687.1,3,1
1,10,4.8,155,449.2,1,0
2,7,4.5,155,449.2,1,0
3,5,4.2,155,449.2,1,0
4,12,4.9,155,449.2,1,0
5,8,4.6,155,449.2,1,0
1,10,4.8,922,3147.75,2,0
2,7,4.5,922,3147.75,2,0
3,5,4.2,922,3147.75,2,0
4,12,4.9,922,3147.75,2,0
5,8,4.6,922,3147.75,2,1
1,10,4.8,326,802.44,3,1
2,7,4.5,326,802.44,3,0
3,5,4.2,326,802.44,3,0
4,12,4.9,326,802.44,3,1
5,8,4.6,326,802.44,3,0
1,10,4.8,232,389.33,3,1
2,7,4.5,232,389.33,3,0
3,5,4.2,232,389.33,3,0
4,12,4.9,232,389.33,3,1
5,8,4.6,232,389.33,3,0
1,10,4.8,1287,2022.99,3,1
2,7,4.5,1287,2022.99,3,0
3,5,4.2,1287,2022.99,3,0
4,12,4.9,1287,2022.99,3,1
5,8,4.6,1287,2022.99,3,0
1,10,4.8,1839,6259.3,1,0
2,7,4.5,1839,6259.3,1,0
3,5,4.2,1839,6259.3,1,0
4,12,4.9,1839,6259.3,1,1
5,8,4.6,1839,6259.3,1,0
1,10,4.8,2434,7285.18,2,0
2,7,4.5,2434,7285.18,2,0
3,5,4.2,2434,7285.18,2,0
4,12,4.9,2434,7285.18,2,0
5,8,4.6,2434,7285.18,2,0
1,10,4.8,1519,3930.5,3,1
2,7,4.5,1519,3930.5,3,0
3,5,4.2,1519,3930.5,3,0
4,12,4.9,1519,3930.5,3,1
5,8,4.6,1519,3930.5,3,0
1,10,4.8,1656,4311.64,1,1
2,7,4.5,1656,4311.64,1,0
3,5,4.2,1656,4311.64,1,0
4,12,4.9,1656,4311.64,1,0
5,8,4.6,1656,4311.64,1,0
1,10,4.8,487,1065.1,3,1
2,7,4.5,487,1065.1,3,0
3,5,4.2,487,1065.1,3,0
4,12,4.9,487,1065.1,3,1
5,8,4.6,487,1065.1,3,0
1,10,4.8,1752,6011.57,1,0
2,7,4.5,1752,6011.57,1,0
3,5,4.2,1752,6011.57,1,0
4,12,4.9,1752,6011.57,1,0
5,8,4.6,1752,6011.57,1,0
1,10,4.8,2261,4277.38,3,1
2,7,4.5,2261,4277.38,3,0
3,5,4.2,2261,4277.38,3,0
4,12,4.9,2261,4277.38,3,1
5,8,4.6,2261,4277.38,3,0
1,10,4.8,1855,3214.23,1,0
2,7,4.5,1855,3214.23,1,0
3,5,4.2,1855,3214.23,1,0
4,12,4.9,1855,3214.23,1,0
5,8,4.6,1855,3214.23,1,0
1,10,4.8,204,318.5,1,0
2,7,4.5,204,318.5,1,0
3,5,4.2,204,318.5,1,0
4,12,4.9,204,318.5,1,0
5,8,4.6,204,318.5,1,0
1,10,4.8,602,961.31,3,1
2,7,4.5,602,961.31,3,0
3,5,4.2,602,961.31,3,0
4,12,4.9,602,961.31,3,1
5,8,4.6,602,961.31,3,0
1,10,4.8,1023,3426.28,2,0
2,7,4.5,1023,3426.28,2,0
3,5,4.2,1023,3426.28,2,0
4,12,4.9,1023,3426.28,2,0
5,8,4.6,1023,3426.28,2,0
1,10,4.8,914,1426.61,3,1
2,7,4.5,914,1426.61,3,0
3,5,4.2,914,1426.61,3,0
4,12,4.9,914,1426.61,3,1
5,8,4.6,914,1426.61,3,0
1,10,4.8,2243,7260.08,1,0
2,7,4.5,2243,7260.08,1,0
3,5,4.2,2243,7260.08,1,0
4,12,4.9,2243,7260.08,1,1
5,8,4.6,2243,7260.08,1,0
1,10,4.8,1011,2858.63,3,1
2,7,4.5,1011,2858.63,3,0
3,5,4.2,1011,2858.63,3,0
4,12,4.9,1011,2858.63,3,1
5,8,4.6,1011,2858.63,3,0
